innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload,num_table,table_size,num_client
1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,134.09,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,149.85,oltp_read_write,64,5000000,4
1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,153.34,oltp_read_write,64,5000000,4
1GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,146.38,oltp_read_write,64,5000000,4
2GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,156.56,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,155.61,oltp_read_write,64,5000000,4
2GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,157.59,oltp_read_write,64,5000000,4
2GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,160.87,oltp_read_write,64,5000000,4
3GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,168.39,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,162.96,oltp_read_write,64,5000000,4
3GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,168.87,oltp_read_write,64,5000000,4
3GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,165.53,oltp_read_write,64,5000000,4
4GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,174.08,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,180.35,oltp_read_write,64,5000000,4
4GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,178.89,oltp_read_write,64,5000000,4
4GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,174.51,oltp_read_write,64,5000000,4
6GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,183.99,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,191.08,oltp_read_write,64,5000000,4
6GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,184.45,oltp_read_write,64,5000000,4
6GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,179.09,oltp_read_write,64,5000000,4
8GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,195.38,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,198.21,oltp_read_write,64,5000000,4
8GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,203.76,oltp_read_write,64,5000000,4
8GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,200.22,oltp_read_write,64,5000000,4
9GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,203.64,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,205.52,oltp_read_write,64,5000000,4
9GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,200.91,oltp_read_write,64,5000000,4
